TRẦM CẢM	HAS_SYMPTOM	SỢ NGÃ
CHẬM	TREATED_BY	BETAMETHASON
ÁC TÍNH	HAS_SYMPTOM	VI TRÙNG
CHÓNG MẶT	HAS_SYMPTOM	KHÓ TẬP TRUNG LÀM VIỆC
MỆT MỎI	HAS_SYMPTOM	ĐAU TỨC
RỐI LOẠN ĐIỆN GIẢI	HAS_SYMPTOM	VIÊM PHỔI
THẬN	HAS_SYMPTOM	BỊ BỆNH
TIẾT NIỆU	HAS_SYMPTOM	SỐT
THUỐC KHÁNG VIÊM	RELIES_ON	TIÊ
THUẬT KHUẾCH ĐẠI	RELIES_ON	ĐÁNH GIÁ
PHÙ CHI	HAS_SYMPTOM	XUẤT HUYẾT
SƯNG	HAS_SYMPTOM	THÂM
MỀ ĐAY	TREATED_BY	ĐIỀU. TRỊ
TRÀO NGƯỢC THỰC QUẢN	TREATED_BY	VACCINCE
TIỂU	TREATED_BY	UỐNG THUỐC
HỘI CHỨNG DOWN	HAS_SYMPTOM	HIV
NHỊP NHỈ NHANH	TREATED_BY	THUỐC
DEMODEX	HAS_SYMPTOM	TRIỆU CHỨNG
NHÃN CẦU	HAS_SYMPTOM	VIÊM
TYPE 2	DIAGNOSED_BY	TIÊM
NHIỄM TRÙNG MÁU	HAS_SYMPTOM	TẮC MẠCH MÁU
NGỨA	HAS_SYMPTOM	SỐT
CHẬM	HAS_SYMPTOM	RỐI LOẠN GIỌNG NÓI
SHOCK	HAS_SYMPTOM	LÚ LẪN
THUỐC ĐỐI QUANG	RELIES_ON	KHẨU TRANG
NẤM DA ĐẦU	HAS_SYMPTOM	MẮC BỆNH
VIÊM GAN	HAS_SYMPTOM	BỆNH VIÊM GAN B
MẨN NGỨA	HAS_SYMPTOM	HUYẾT ÁP
VIÊM MŨI DỊ ỨNG	HAS_SYMPTOM	NGỨA NGÁY
VIÊM XOANG	HAS_SYMPTOM	VIÊM GIÁP
HUYẾT ÁP	PREVENTED_BY	PHÒNG NGỪA
BỆNH LÝ	HAS_SYMPTOM	DỊ TẬT
HODGKIN	TREATED_BY	HOÁ TRỊ
QUAN HỆ	DIAGNOSED_BY	KHÁM
CƠ THỂ	HAS_SYMPTOM	KHÓ NÓI CHUYỆN
ĐI ĐỨNG LOẠNG CHOẠNG	HAS_SYMPTOM	RUN
ĐAU BỤNG	HAS_SYMPTOM	MẨN NGỨA
ÊM LOÉT	TREATED_BY	SẮT
THALASSAMIE	HAS_SYMPTOM	VIÊM MŨI
CHỤP MẠCH CỘNG HƯỞNG	RELIES_ON	MRA
NHIỄM TRÙNG	PREVENTED_BY	KIỂM SOÁT
SỐT	HAS_SYMPTOM	VIÊM
MÃN TÍNH	DIAGNOSED_BY	TIÊ
BẠCH HẦU	TREATED_BY	HEXAXIM
ĐÁI THÁO ĐƯỜNG	HAS_SYMPTOM	TIỂU ĐƯỜNG
CHẢY MÁU	DIAGNOSED_BY	DAO CẠO
UNG THƯ MÁU	HAS_SYMPTOM	CORONAVIRUS
TẮC NGHẼN PHỔI	PREVENTED_BY	CHÍCH NGỪA
ĐAU	HAS_SYMPTOM	NỔI CỤC U
NÃO	HAS_SYMPTOM	CỤC MÁU ĐÔNG
XÉT NGHIỆM	RELIES_ON	TEST NHANH
CHẤN THƯƠNG	HAS_SYMPTOM	TAI NẠN GIAO THÔNG
TÁC DỤNG PHỤ	HAS_SYMPTOM	LOẠN NHỊP TIM
CHÂN TAY	HAS_SYMPTOM	NỔI MẪN ĐỎ
CƠ THỂ	HAS_SYMPTOM	HUYẾT ÁP
TRÀO NGƯỢC DẠ DÀY	HAS_SYMPTOM	MÃN TÍNH
TÁI NHỢT	TREATED_BY	NHẬP
CHẬM CHẠP	HAS_SYMPTOM	KHÔNG NHANH NHẸN
MÔI	HAS_SYMPTOM	39 ĐỘ C
POLYPE	HAS_SYMPTOM	XƠ GAN
TÊ BÌ	HAS_SYMPTOM	HUYẾT ÁP
SIÊU VI B	DIAGNOSED_BY	CHUẨN ĐOÁN
TIÊU CHẢY	HAS_SYMPTOM	HIV
HỘI CHỨNG BUỒNG TRỨNG ĐA NANG	HAS_SYMPTOM	HỘI CHỨNG
BỊ BỆNH VIÊM GAN B	TREATED_BY	UỐNG THUỐC
UNG THƯ DẠ DÀY	HAS_SYMPTOM	TRỰC TRÀNG
TỬ VONG	HAS_SYMPTOM	TÀN PHẾ
BUỒN NGỦ	HAS_SYMPTOM	LOẠN THẦN
TAY	HAS_SYMPTOM	ĐAU ĐẦU
TRIỆU CHỨNG	TREATED_BY	ESTROGEN
BỆNH VIÊM DA CƠ ĐỊA	HAS_SYMPTOM	VIÊM MŨI DỊ ỨNG
SIÊU VI	DIAGNOSED_BY	KHÁM
UNG THƯ	HAS_SYMPTOM	MẤT TIẾNG
TĂNG HUYẾT ÁP	TREATED_BY	GLUCOSE
DA DẦU	HAS_SYMPTOM	DA HỖN HỢP
TRIỆU CHỨNG	HAS_SYMPTOM	KÝ SINH TRÙNG
VIRURS	HAS_SYMPTOM	COVID
SUY THẬN	TREATED_BY	THUỐC
MÁU	HAS_SYMPTOM	THOÁI HÓA
NIỆU QUẢN	HAS_SYMPTOM	BỆNH LÝ
HUYẾT ÁP	DIAGNOSED_BY	KHÁM
VIRURS	TREATED_BY	ĐÁNH GIÁ
VẢY NẾN	HAS_SYMPTOM	PHỦ VẢY BẠC
THIẾU MÁU	HAS_SYMPTOM	CHẤN THƯƠNG
BỆNH TRUYỀN NHIỄM	PREVENTED_BY	CHÍCH NGỪA
VI KHUẨN	HAS_SYMPTOM	CO THẮT CƠ
ĐAU BỤNG	TREATED_BY	MỸ PHẨM
CÓ THAI	TREATED_BY	PHẪU THUẬT K
NGỨA TOÀN THÂN	HAS_SYMPTOM	TÊ CỨNG
SUY THẬN	HAS_SYMPTOM	LUPUS
HẠ HUYẾT ÁP	HAS_SYMPTOM	RỐI LOẠN CHỨC NĂNG
TIẾT NIỆU	HAS_SYMPTOM	HỘI CHỨNG RUỘT
CƠ ĐỊA	HAS_SYMPTOM	HEN PHẾ QUẢN
RỐI LOẠN GEN	HAS_SYMPTOM	COVID
THIẾU MÁU	HAS_SYMPTOM	TIỂU ĐƯỜNG
PHÁT BAN DA	HAS_SYMPTOM	NỔI MỀ ĐAY
CT-SCAN	RELIES_ON	KIỂM TRA
THỞ KHÒ KHÈ	HAS_SYMPTOM	NỔI MỀ ĐAY
ĐAU THẮT NGỰC	HAS_SYMPTOM	RỐI LOẠN LO ÂU
CHẤN THƯƠNG	HAS_SYMPTOM	ĐỘNG KINH TOÀN THÂN
TÁC DỤNG PHỤ	HAS_SYMPTOM	BÍ TIỂU
THUỐC GIẢM ĐAU	RELIES_ON	XÉT NGHIỆM
NỘI MẠC	HAS_SYMPTOM	TÁC DỤNG PHỤ
ÊM NHIỄM	HAS_SYMPTOM	VIÊM LOÉT
THỞ KHÒ KHÈ	HAS_SYMPTOM	HUY
NGỰC	HAS_SYMPTOM	ĂN KHÔNG TIÊU
VIÊM GAN C	HAS_SYMPTOM	MỆT MỎI
MỆT MỎI	HAS_SYMPTOM	ĐỔ MỒ HÔI
VIÊM KHỚP	HAS_SYMPTOM	CỨNG KHỚP
BỆNH ĐA XƠ CỨNG	HAS_SYMPTOM	TIỂU ĐƯỜNG
SUYỄN	HAS_SYMPTOM	TÁI PHÁT
BONG TRÓC	TREATED_BY	ĐIỀU. TRỊ
MỠ MÁU	HAS_SYMPTOM	BỆNH NỀN
RÁT	HAS_SYMPTOM	CẢM GIÁC KIẾN BÒ
VIÊM MŨI	TREATED_BY	LATEX
ĐAU	TREATED_BY	ĐIỀU. TRỊ
NGỨA NGÁY	HAS_SYMPTOM	NG TẤY
NÃO	HAS_SYMPTOM	BIẾN CHỨNG
NGỨA	HAS_SYMPTOM	KHÔNG TỰ CHỦ
XUẤT HUYẾT	HAS_SYMPTOM	CHÓNG MẶT
THẮT LƯNG	HAS_SYMPTOM	VIÊM CẦU
SUYỄN	HAS_SYMPTOM	LÂY LAN
MÃN TÍNH	TREATED_BY	KHÁNG NGUYÊN
VIÊM MŨI	HAS_SYMPTOM	KHÓ THỞ
MẮC BỆNH	HAS_SYMPTOM	VI TRÙNG
ĐÁNH TRỐNG NGỰC	HAS_SYMPTOM	THIẾU NGỦ
CHÓNG MẶT	HAS_SYMPTOM	GIẢM TRÍ NHỚ
BẠCH CẦU	HAS_SYMPTOM	BẠCH
TÁI PHÁT	HAS_SYMPTOM	KHÓ THỞ
HERPES	TREATED_BY	B12
NGỘ ĐỘC	HAS_SYMPTOM	CHUỘT RÚT
CẢM LẠNH	TREATED_BY	KHÁNG THỂ
KHÓ THỞ	PREVENTED_BY	LOẠI BỎ
PCR	RELIES_ON	FISH
PHẦN MỀM	RELIES_ON	BƠM
NHIỄM KHUẨN	TREATED_BY	THUỐC TIÊM
NỔI MẨN ĐỎ	TREATED_BY	ĐIỀU. TRỊ
KHỚP	HAS_SYMPTOM	BỆNH CÚM
KHÓ NGỦ	DIAGNOSED_BY	TIÊM
MẤT NGỦ	TREATED_BY	UỐNG THUỐC
DỊ NGUYÊN	TREATED_BY	THUỐC CHỐNG DỊ ỨNG M
VÔ TINH	HAS_SYMPTOM	QUA
HUYẾT ÁP	HAS_SYMPTOM	ĐÁNH TRỐNG LỒNG NGỰC
BONG	PREVENTED_BY	SÀNG LỌC
THALASSEMIA	DIAGNOSED_BY	KIỂM TRA
IVF	RELIES_ON	HỖ TRỢ
COVID	HAS_SYMPTOM	VẾT BẦM TÍM
KHÔ, NGỨA	HAS_SYMPTOM	NỔI SẦN
BỆNH VẢY NẾN	HAS_SYMPTOM	VIÊM ĐA KHỚP DẠNG THẤP
NHỨC ĐẦU	HAS_SYMPTOM	ĐAU RĂNG
HEN	HAS_SYMPTOM	ĐAU ĐẦU
XƯƠNG	HAS_SYMPTOM	ĂN KHÔNG TIÊU
VIÊM NHIỄM	HAS_SYMPTOM	TỤ MÁU BÌU
ĐỔ NHIỀU	HAS_SYMPTOM	MỆT MỎI
BỆNH LÝ	HAS_SYMPTOM	KHÓ ĐÔNG
NỔI MỀ ĐAY	DIAGNOSED_BY	CẤP CỨU
NGỨA MẶT	HAS_SYMPTOM	XUẤT HUYẾT
TIM ĐẬP NHANH	HAS_SYMPTOM	NỔI MỀ ĐAY
LIỆT TỨ CHI	HAS_SYMPTOM	RỐI LOẠN NGÔN NGỮ
VIÊM GAN B	HAS_SYMPTOM	VIÊM GAN
SIÊU VI	HAS_SYMPTOM	BỆNH THẬN MẠN
ĐAU	HAS_SYMPTOM	TỨC
MẤT Ý THỨC	HAS_SYMPTOM	THIẾU MÁU
ĐAU BỤNG	HAS_SYMPTOM	PHÁT BAN
VIÊM TỦY	DIAGNOSED_BY	TIÊM
BIẾN CHỨNG	TREATED_BY	CẮT
TRIỆU CHỨNG	TREATED_BY	THUỐC TIÊM
120	HAS_SYMPTOM	TĂNG HƠI
SỢ BỊ NGÃ	HAS_SYMPTOM	CHẤN THƯƠNG
DI TRUYỀN	HAS_SYMPTOM	TỔN THƯƠNG
ĐAU ĐẦU	HAS_SYMPTOM	TAI NẠN GIAO THÔNG
TÁC DỤNG PHỤ	HAS_SYMPTOM	VIÊM
TIM	HAS_SYMPTOM	KHÓ NGỦ
CAO HUYẾT ÁP	TREATED_BY	KHÁNG SINH
COVID	HAS_SYMPTOM	BỆNH THẬN HƯ
PHÁT	TREATED_BY	PHẪU THUẬT CẮT BỎ U
SIÊU VI B	PREVENTED_BY	CHỈ ĐỊNH
HIB	HAS_SYMPTOM	MẮC BỆNH
HEN PHẾ QUẢN	HAS_SYMPTOM	XẸP PHỔI
BỆNH	HAS_SYMPTOM	VIÊM ĐA XƯƠNG KHỚP
ỐNG NGHIỆM	RELIES_ON	THUỐC
ĐƯỜNG DẪN NƯỚC TIỂU	HAS_SYMPTOM	VI KHUẨN
ĐẠI DỊCH	HAS_SYMPTOM	TỬ VONG
THIẾU NĂNG LƯỢNG	HAS_SYMPTOM	BUỒN NGỦ
MẤT VỊ GIÁC	HAS_SYMPTOM	TĂNG HUYẾT ÁP
ĐỎ MẮT	TREATED_BY	VACCINCE
HÓA TRỊ	RELIES_ON	TIÊM
VAI	HAS_SYMPTOM	NHỨC MẮT
CẮT BỎ	TREATED_BY	COVDID-19
TRIỆU CHỨNG	HAS_SYMPTOM	RỐI LOẠN GIẤC NGỦ
HẸP ĐỘNG MẠCH VÀNH	TREATED_BY	UỐNG THUỐC
CORONA	HAS_SYMPTOM	COVID
ĐAU BỤNG	HAS_SYMPTOM	XUNG HUYẾT HANG VỊ
HUYẾT ÁP	HAS_SYMPTOM	SỢ LẠNH
KIM TIÊM	RELIES_ON	DAO CẠO
NHIỄM HP	TREATED_BY	ĐIỀU. TRỊ
MỆT MỎI	HAS_SYMPTOM	ỚN LẠNH
SỐT	HAS_SYMPTOM	NỔI MỀ ĐAY
NÁCH	HAS_SYMPTOM	ĐAU KHÔNG CỬ ĐỘNG
GIÃN ĐỒNG TỬ	HAS_SYMPTOM	BIẾN CHỨNG
MỆT	HAS_SYMPTOM	BUỒN NÔN
COVDID-19	HAS_SYMPTOM	VIRURS
NG RÁT	HAS_SYMPTOM	SUY GIÁP
XUẤT HUYẾT	HAS_SYMPTOM	Ợ NÓNG
THOÁI HÓA ĐỐT	HAS_SYMPTOM	VIÊM GAN
CƠ THỂ	HAS_SYMPTOM	SỎI THẬN
MẮC BỆNH	TREATED_BY	THUỐC
LAO PHỔI	HAS_SYMPTOM	BỆNH NỀN
BĂNG HUYẾT	DIAGNOSED_BY	ỐNG NGHIỆM
ÁC MỘNG	HAS_SYMPTOM	THAY ĐỔI TÂM TRẠNG
BÀO CHẾ	RELIES_ON	CLOPIDOGREL
VIÊM GAN B	PREVENTED_BY	CAN THIỆP
SUY THẬN	HAS_SYMPTOM	TIỂU ÍT
VÙNG	HAS_SYMPTOM	TÊ MỎI
BỆNH LÝ	HAS_SYMPTOM	THOÁT VỊ ĐĨA ĐỆM
THỞ NHANH	HAS_SYMPTOM	NGỪNG THỞ
TIỂU ĐƯỜNG	HAS_SYMPTOM	POLYPE
MỆT XỈU	HAS_SYMPTOM	VIÊM HÔ HẤP
ÁC TÍNH	HAS_SYMPTOM	UNG BƯỚ
CHẢY NƯỚC MŨI	HAS_SYMPTOM	TIÊU CHẢY
CƠ THỂ	HAS_SYMPTOM	NHIỄM KHUẨN
ĐÁNH TRỐNG NGỰC	HAS_SYMPTOM	HẠ HUYẾT ÁP
MÃN TÍNH	TREATED_BY	ASTRA ZENNECA
KHỐI U	HAS_SYMPTOM	PAPILLOMA
BỆNH NỀN	HAS_SYMPTOM	TĂNG HUYẾT ÁP
KHIẾM THÍNH	TREATED_BY	VACCINCE
VIÊM	TREATED_BY	THUỐC CHỐNG TRẦM CẢM
TIÊM	RELIES_ON	CẢI THIỆN
TIM ĐẬP NHANH	HAS_SYMPTOM	RỐI LOẠN CÂN BẰNG GIẤC NGỦ
THỞ RÍT	HAS_SYMPTOM	THỞ KHÒ KHÈ
RÉT RUN	HAS_SYMPTOM	KHÔ
ĐAU ĐẦU	TREATED_BY	VACCIN
THÂN	HAS_SYMPTOM	NHIỄM TRÙNG
ĐAU BỤNG	HAS_SYMPTOM	MÙ MÀU
BUỒN NÔN	PREVENTED_BY	CẢNH BÁO
BỆNH THẬN MẠN	HAS_SYMPTOM	TÊ RẦN
NHỊP NHANH THẤT	TREATED_BY	VACCINCE
CHÓNG MẶT	HAS_SYMPTOM	SỐT
RÁT	HAS_SYMPTOM	NGỨA MŨI
SUYỄN	HAS_SYMPTOM	RỐI LOẠN HÔ HẤP
NGỘ ĐỘC	TREATED_BY	THUỐC
KHÁNG THỂ	RELIES_ON	XÉT NGHIỆM
CÚM	HAS_SYMPTOM	VIÊM V.A
BỆNH LÝ	HAS_SYMPTOM	TÁI PHÁT
CƠ THỂ	HAS_SYMPTOM	CƯỜNG GIÁP
KHÓ THỞ	PREVENTED_BY	CHỐNG
BÀN CHÂN	HAS_SYMPTOM	SUY GIÁP
KÉM ĂN	HAS_SYMPTOM	LẠNH RUN
TÁO BÓN	HAS_SYMPTOM	DA ĐỎ
MEN GAN	HAS_SYMPTOM	BỊ BỆNH
PHÁT BAN	HAS_SYMPTOM	NGỨA
ĐAU BỤNG KINH	HAS_SYMPTOM	ĐAU, NHỨC
CAO HUYẾT ÁP	PREVENTED_BY	KẾT LUẬN
SUY GIÁP	HAS_SYMPTOM	NỔI MẪN ĐỎ
AMH	DIAGNOSED_BY	CHUYỂN PHÔI
VACCINCE	RELIES_ON	PHÁC ĐỒ
HẸP MÔN VỊ	HAS_SYMPTOM	VIÊM ĐẠI TRÀNG
VIÊM	HAS_SYMPTOM	Ợ NÓNG
QUAN HỆ	TREATED_BY	THUỐC
NỔI MỀ ĐAY	HAS_SYMPTOM	VID
AMIDAN	HAS_SYMPTOM	UNG THƯ
MÔNG	HAS_SYMPTOM	TÊ CỨNG
TĂNG HUYẾT ÁP	HAS_SYMPTOM	TÁI NHỢT
BIẾN CHỨNG	HAS_SYMPTOM	KHÓ XÌ HƠI
DƯƠNG VẬT	HAS_SYMPTOM	ĐAU
CƠ THỂ	HAS_SYMPTOM	SUY GIÁP
NGỨA MẮT	HAS_SYMPTOM	ĐAU
THUYÊN TẮC PHỔI	HAS_SYMPTOM	VIÊM
ÂM ĐẠO	HAS_SYMPTOM	KHÔ
PHÌ ĐẠI	TREATED_BY	ĐIỀU. TRỊ
UNG THƯ DẠ DÀY	HAS_SYMPTOM	COVID
HỘP	HAS_SYMPTOM	HẸP MẠCH NỘI S
TÁC DỤNG PHỤ	HAS_SYMPTOM	TIÊU CHẢY
ĐIỀU. TRỊ	RELIES_ON	NỘI SOI
BỆNH SỞI	HAS_SYMPTOM	SỐT VÀNG DA
KHÀN TIẾNG	HAS_SYMPTOM	BƯỚU GIÁP
GUILLAIN-BARRÉ	TREATED_BY	LATEX
HIV	HAS_SYMPTOM	QUAN HỆ TÌNH DỤC
POLYPE	HAS_SYMPTOM	NHÂN XƠ TỬ CUNG
DI ỨNG	PREVENTED_BY	VACCINCE
LYMPHOMA	HAS_SYMPTOM	VIÊM PHỔI
HẬU NHIỄM	HAS_SYMPTOM	COVID
SỐT	DIAGNOSED_BY	KHÁM
NHIỄM MỠ	HAS_SYMPTOM	DỊ ỨNG
MÁU	HAS_SYMPTOM	RỐI LOẠN TIÊU HÓA
NHỨC	HAS_SYMPTOM	KHÓ NGỦ
VẾT	HAS_SYMPTOM	BIẾN CHỨNG
NGÓN TAY	HAS_SYMPTOM	NGỨA
NHIỄM TRÙNG	HAS_SYMPTOM	CẢM LẠNH
TẮC NGHẼN MẠCH MÁU	DIAGNOSED_BY	XÉT NGHIỆM
SỐT XUẤT HUYẾT	TREATED_BY	XỬ TRÍ
CHẤT PHÓNG XẠ	RELIES_ON	TIÊ
LAO PHỔI	HAS_SYMPTOM	TÁC DỤNG PHỤ
BỆNH TAN MÁU	HAS_SYMPTOM	TAN MÁU
BỆNH MẠCH VÀNH TIM	TREATED_BY	UỐNG THUỐC
NG PHÙ	TREATED_BY	VACCINCE
MÀY ĐAY	HAS_SYMPTOM	THỞ RÍT
MÃN TÍNH	HAS_SYMPTOM	DỊ ỨNG
HỌNG	HAS_SYMPTOM	SUYỄN
CỤC MÁU ĐÔNG	DIAGNOSED_BY	XÉT NGHIỆM
NHIỄM KHUẨN HUYẾT	HAS_SYMPTOM	TỔN THƯƠNG
RỐI LOẠN VỀ CẢM GIÁC	HAS_SYMPTOM	BUỒN NÔN
THÁI DƯƠNG	HAS_SYMPTOM	TRIỆU CHỨNG
BỊ BỆNH	HAS_SYMPTOM	GLÔCÔM
MỆT MỎI	HAS_SYMPTOM	TĂNG HUYẾT ÁP
KHÓ THỞ	HAS_SYMPTOM	Ợ HƠI
PARKINSON	HAS_SYMPTOM	COVID
LÂY LAN	HAS_SYMPTOM	COVID
RỐI LOẠN	HAS_SYMPTOM	TẮC NGHẼN MẠCH
TAI NẠN	HAS_SYMPTOM	CHẤN THƯƠNG
COPD	HAS_SYMPTOM	KHẠC ĐỜM
CHẢY MŨI	TREATED_BY	THĂM KHÁM
BỆNH PHỔI NGHỀ NGHIỆP	HAS_SYMPTOM	UNG THƯ PHỔI
NGỦ LI BÌ	DIAGNOSED_BY	CẤP CỨU
TỤT HUYẾT ÁP	PREVENTED_BY	CHỈ ĐỊNH
VIÊM GAN	HAS_SYMPTOM	NGỨA
ĐAU BỤNG KINH	HAS_SYMPTOM	VIÊM KHỚP
CHẤN THƯƠNG	HAS_SYMPTOM	CẢM LẠNH
TRIỆU CHỨNG	HAS_SYMPTOM	ĐI ĐỨNG LOẠNG CHOẠNG
CÁNH TAY	HAS_SYMPTOM	DÁNG ĐI CỨNG VÀ VỤN VỀ
GIẢM CHỨC NĂNG VỊ GIÁC	PREVENTED_BY	CẢNH BÁO
RỐI LOẠN LO ÂU	HAS_SYMPTOM	DỊ ỨNG
DỊ ỨNG	TREATED_BY	CHẤT BẢO QUẢN TÔM
MẠCH ĐẬP NHANH	HAS_SYMPTOM	MỀ ĐAY
KHOA	HAS_SYMPTOM	NỔI MỤN LẠ
PHÙ NỀ	HAS_SYMPTOM	TRỢT LÕM
CĂNG THẲNG	HAS_SYMPTOM	XUẤT TINH NGƯỢC DÒNG
MỆT MỎI THỊ GIÁC	DIAGNOSED_BY	KHÁM
KHÓ THỞ	HAS_SYMPTOM	NGHẸT MŨI
HẸP VAN	TREATED_BY	ĐÔNG
LOẠN THẤT	HAS_SYMPTOM	ĐÁI THÁO ĐƯỜNG
BƯỚU CỔ	HAS_SYMPTOM	COVID
PHÁC ĐỒ	RELIES_ON	KHÁNG SINH
RỐI LOẠN GEN	TREATED_BY	VACCINCE
COVID	HAS_SYMPTOM	MẤT NGỦ
HEN	HAS_SYMPTOM	TÁC DỤNG PHỤ
THỞ MÁY CÓ	RELIES_ON	OXY
BIẾNG ĂN	DIAGNOSED_BY	TIÊM
HỆ MIỄN DỊCH	HAS_SYMPTOM	MẮC BỆNH
CẢM CÚM	TREATED_BY	VACCINCE
CÁU BẲN	HAS_SYMPTOM	HAY QUÊN
BỆNH LÝ TIỀN ĐÌNH	DIAGNOSED_BY	CHỤP MRI
MẤT VỊ	HAS_SYMPTOM	OXY
SỐC PHẢN VỆ	HAS_SYMPTOM	Ơ MƠ
KHÓ THỞ	TREATED_BY	KẼM
ĐÁNH GIÁ	RELIES_ON	PHÔI
THUỐC GIẢM ĐAU	RELIES_ON	TIÊM
TRÀO NGƯỢC ĂN MÒN	TREATED_BY	CHỮA LÀNH
KHÓ THỞ	HAS_SYMPTOM	CHOÁNG NGẤT
LOẠ	HAS_SYMPTOM	RUNG NHĨ
TRIỆU CHỨNG	HAS_SYMPTOM	LƠ MƠ
ẢO GIÁC	HAS_SYMPTOM	CẢM GIÁC LẠNH
TIÊU CHẢY	HAS_SYMPTOM	CÚM
BỐC HỎA	HAS_SYMPTOM	UỂ OẢI
